model_name,position_precision,position_recall,position_f1,bleu,chrf,timestamp
segmenter_one,0.8317598056230475,0.8484580249973445,0.8400259407918953,0.8426468934801553,0.9126980824475269,2025-03-24 19:13:36
segmenter_two,0.9068237567828737,0.9172901236888605,0.912026913372582,0.9159539047804318,0.9531004949671408,2025-03-24 19:13:43
segmenter_three,0.8161788430513943,0.8186693790743909,0.8174222140153263,0.8206103001763636,0.9057879081622295,2025-03-24 19:13:49
