model_name,position_precision,position_recall,position_f1,bleu,chrf,timestamp
segmenter_one,0.948639320943031,0.9467406735088086,0.9476890462656665,0.956070928852873,0.9726424128253331,2025-03-24 18:53:20
segmenter_two,0.9291583005875759,0.930476401944095,0.9298168841334508,0.9372388554785208,0.9626137214256397,2025-03-24 18:53:32
segmenter_three,0.9294626860938912,0.9258516401080245,0.9276536489651244,0.9325847780934899,0.9655689507735986,2025-03-24 18:53:44
